s_tp,s_fp,s_tn,s_fn,a_tp,a_fp,a_tn,a_fn,zona
134,12,3,1,134,0,15,1,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
140,8,2,0,140,1,9,0,casa_sopocachi
135,9,6,0,134,0,15,1,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
6,65,79,0,6,16,128,0,casa_sopocachi
119,14,17,0,117,0,31,2,casa_sopocachi
125,19,6,0,116,0,25,9,casa_sopocachi
55,54,41,0,55,8,87,0,casa_sopocachi
138,7,5,0,138,1,11,0,casa_sopocachi
125,16,9,0,125,1,24,0,casa_sopocachi
91,9,50,0,91,0,59,0,casa_sopocachi
140,3,7,0,139,0,10,1,casa_sopocachi
139,10,1,0,139,1,10,0,casa_sopocachi
139,8,3,0,139,2,9,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
136,13,1,0,136,1,13,0,casa_sopocachi
141,3,6,0,141,0,9,0,casa_sopocachi
133,14,3,0,132,0,17,1,casa_sopocachi
134,12,4,0,133,3,13,1,casa_sopocachi
137,12,1,0,135,0,13,2,casa_sopocachi
143,2,5,0,143,0,7,0,casa_sopocachi
142,2,6,0,141,0,8,1,casa_sopocachi
135,14,1,0,135,1,14,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
140,3,7,0,138,0,10,2,casa_sopocachi
142,3,5,0,142,0,8,0,casa_sopocachi
127,6,17,0,126,1,22,1,casa_sopocachi
131,10,9,0,131,3,16,0,casa_sopocachi
139,6,5,0,136,0,11,3,casa_sopocachi
141,2,7,0,141,0,9,0,casa_sopocachi
57,46,47,0,55,3,90,2,casa_sopocachi
134,14,2,0,133,0,16,1,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
142,2,6,0,142,0,8,0,casa_sopocachi
142,3,5,0,142,0,8,0,casa_sopocachi
133,12,5,0,132,0,17,1,casa_sopocachi
125,25,0,0,122,0,25,3,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
111,10,29,0,111,0,39,0,casa_sopocachi
100,22,28,0,98,0,50,2,casa_sopocachi
141,4,5,0,141,1,8,0,casa_sopocachi
136,8,6,0,134,0,14,2,casa_sopocachi
120,13,17,0,120,1,29,0,casa_sopocachi
138,6,6,0,138,1,11,0,casa_sopocachi
118,12,20,0,118,1,31,0,casa_sopocachi
135,13,2,0,135,1,14,0,casa_sopocachi
141,4,5,0,141,1,8,0,casa_sopocachi
142,3,5,0,142,0,8,0,casa_sopocachi
124,10,16,0,124,1,25,0,casa_sopocachi
143,3,4,0,143,1,6,0,casa_sopocachi
141,3,6,0,141,0,9,0,casa_sopocachi
134,12,4,0,131,0,16,3,casa_sopocachi
144,2,4,0,143,0,6,1,casa_sopocachi
143,3,4,0,143,0,7,0,casa_sopocachi
139,6,5,0,139,0,11,0,casa_sopocachi
107,4,39,0,107,2,41,0,casa_sopocachi
136,12,2,0,136,1,13,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
78,31,41,0,78,1,71,0,casa_sopocachi
142,2,6,0,142,0,8,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
142,3,5,0,142,0,8,0,casa_sopocachi
142,2,6,0,142,0,8,0,casa_sopocachi
140,7,3,0,139,0,10,1,casa_sopocachi
134,13,3,0,133,0,16,1,casa_sopocachi
140,3,7,0,139,0,10,1,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
142,3,5,0,142,1,7,0,casa_sopocachi
129,14,7,0,129,4,17,0,casa_sopocachi
123,15,12,0,122,0,27,1,casa_sopocachi
137,6,7,0,136,0,13,1,casa_sopocachi
139,4,7,0,138,0,11,1,casa_sopocachi
137,10,3,0,136,1,12,1,casa_sopocachi
136,10,4,0,136,0,14,0,casa_sopocachi
140,4,6,0,140,0,10,0,casa_sopocachi
95,6,49,0,95,1,54,0,casa_sopocachi
143,2,5,0,142,0,7,1,casa_sopocachi
144,2,4,0,143,0,6,1,casa_sopocachi
121,18,11,0,121,1,28,0,casa_sopocachi
141,3,6,0,140,0,9,1,casa_sopocachi
81,9,60,0,79,1,68,2,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
137,5,8,0,136,0,13,1,casa_sopocachi
137,8,5,0,137,0,13,0,casa_sopocachi
137,7,6,0,135,0,13,2,casa_sopocachi
132,12,6,0,131,1,17,1,casa_sopocachi
135,13,2,0,135,0,15,0,casa_sopocachi
140,3,7,0,140,1,9,0,casa_sopocachi
86,32,32,0,83,5,59,3,casa_sopocachi
143,2,5,0,143,0,7,0,casa_sopocachi
143,3,4,0,143,0,7,0,casa_sopocachi
141,3,6,0,141,1,8,0,casa_sopocachi
139,5,6,0,139,0,11,0,casa_sopocachi
142,3,5,0,142,0,8,0,casa_sopocachi
138,8,4,0,134,0,12,4,casa_sopocachi
139,7,4,0,138,0,11,1,casa_sopocachi
122,13,15,0,119,0,28,3,casa_sopocachi
136,11,3,0,136,0,14,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
134,13,3,0,131,0,16,3,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
139,9,2,0,138,0,11,1,casa_sopocachi
141,1,8,0,140,0,9,1,casa_sopocachi
139,6,5,0,139,2,9,0,casa_sopocachi
98,15,37,0,98,1,51,0,casa_sopocachi
102,9,39,0,101,2,46,1,casa_sopocachi
120,11,19,0,120,1,29,0,casa_sopocachi
143,4,3,0,143,1,6,0,casa_sopocachi
142,4,4,0,142,1,7,0,casa_sopocachi
143,4,3,0,143,1,6,0,casa_sopocachi
103,25,22,0,98,8,39,5,casa_sopocachi
118,13,19,0,116,3,29,2,casa_sopocachi
95,28,27,0,94,0,55,1,casa_sopocachi
95,9,46,0,94,0,55,1,casa_sopocachi
134,15,1,0,133,3,13,1,casa_sopocachi
143,3,4,0,143,0,7,0,casa_sopocachi
145,1,4,0,145,0,5,0,casa_sopocachi
144,3,3,0,142,0,6,2,casa_sopocachi
142,1,7,0,141,0,8,1,casa_sopocachi
138,8,4,0,138,0,12,0,casa_sopocachi
139,7,4,0,137,0,11,2,casa_sopocachi
141,4,5,0,140,0,9,1,casa_sopocachi
109,35,6,0,108,5,36,1,casa_sopocachi
135,6,9,0,134,1,14,1,casa_sopocachi
142,5,3,0,141,3,5,1,casa_sopocachi
137,10,3,0,134,0,13,3,casa_sopocachi
58,32,60,0,55,2,90,3,casa_sopocachi
138,9,3,0,138,1,11,0,casa_sopocachi
135,14,1,0,134,1,14,1,casa_sopocachi
128,10,12,0,128,2,20,0,casa_sopocachi
135,14,1,0,134,0,15,1,casa_sopocachi
142,1,7,0,140,0,8,2,casa_sopocachi
124,13,13,0,124,2,24,0,casa_sopocachi
138,10,2,0,138,0,12,0,casa_sopocachi
137,9,4,0,137,2,11,0,casa_sopocachi
140,3,7,0,140,0,10,0,casa_sopocachi
114,6,30,0,112,2,34,2,casa_sopocachi
143,4,3,0,143,1,6,0,casa_sopocachi
141,2,7,0,140,0,9,1,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
122,12,16,0,122,0,28,0,casa_sopocachi
46,16,87,1,46,2,101,1,casa_sopocachi
142,3,5,0,142,0,8,0,casa_sopocachi
136,11,3,0,136,1,13,0,casa_sopocachi
109,35,6,0,109,13,28,0,casa_sopocachi
142,2,6,0,141,0,8,1,casa_sopocachi
141,4,5,0,141,0,9,0,casa_sopocachi
137,9,4,0,137,2,11,0,casa_sopocachi
111,11,28,0,109,0,39,2,casa_sopocachi
141,2,7,0,141,0,9,0,casa_sopocachi
141,3,6,0,141,0,9,0,casa_sopocachi
140,3,7,0,140,0,10,0,casa_sopocachi
135,6,9,0,134,0,15,1,casa_sopocachi
123,10,17,0,120,0,27,3,casa_sopocachi
138,9,3,0,135,1,11,3,casa_sopocachi
96,8,46,0,96,1,53,0,casa_sopocachi
141,5,4,0,141,0,9,0,casa_sopocachi
141,4,5,0,141,0,9,0,casa_sopocachi
141,3,6,0,141,1,8,0,casa_sopocachi
137,7,6,0,136,0,13,1,casa_sopocachi
136,12,2,0,135,0,14,1,casa_sopocachi
135,12,3,0,134,0,15,1,casa_sopocachi
75,17,58,0,75,0,75,0,casa_sopocachi
132,16,2,0,132,1,17,0,casa_sopocachi
142,3,5,0,142,1,7,0,casa_sopocachi
83,11,56,0,76,2,65,7,casa_sopocachi
136,10,4,0,134,0,14,2,casa_sopocachi
87,11,51,1,87,2,60,1,casa_sopocachi
143,3,4,0,143,0,7,0,casa_sopocachi
107,10,33,0,105,2,41,2,casa_sopocachi
128,10,12,0,128,0,22,0,casa_sopocachi
136,9,5,0,136,2,12,0,casa_sopocachi
116,12,22,0,114,1,33,2,casa_sopocachi
143,3,4,0,143,1,6,0,casa_sopocachi
117,15,18,0,112,4,29,5,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
135,12,3,0,135,3,12,0,casa_sopocachi
140,4,6,0,140,0,10,0,casa_sopocachi
105,7,38,0,105,2,43,0,casa_sopocachi
108,10,32,0,108,0,42,0,casa_sopocachi
144,2,4,0,143,0,6,1,casa_sopocachi
136,14,0,0,125,3,11,11,casa_sopocachi
132,12,6,0,131,1,17,1,casa_sopocachi
113,29,8,0,113,1,36,0,casa_sopocachi
139,9,2,0,139,2,9,0,casa_sopocachi
143,3,4,0,143,0,7,0,casa_sopocachi
131,17,2,0,130,0,19,1,casa_sopocachi
136,11,3,0,135,0,14,1,casa_sopocachi
131,4,15,0,129,0,19,2,casa_sopocachi
133,17,0,0,133,4,13,0,casa_sopocachi
141,3,6,0,141,0,9,0,casa_sopocachi
141,4,5,0,141,0,9,0,casa_sopocachi
138,9,3,0,135,0,12,3,casa_sopocachi
141,3,6,0,140,0,9,1,casa_sopocachi
140,4,6,0,139,1,9,1,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
135,10,5,0,133,2,13,2,casa_sopocachi
48,32,70,0,40,19,83,8,casa_sopocachi
142,4,4,0,142,0,8,0,casa_sopocachi
129,18,3,0,126,0,21,3,casa_sopocachi
144,2,4,0,144,0,6,0,casa_sopocachi
139,4,7,0,139,0,11,0,casa_sopocachi
144,2,4,0,144,0,6,0,casa_sopocachi
134,14,2,0,134,1,15,0,casa_sopocachi
135,7,8,0,133,0,15,2,casa_sopocachi
141,3,6,0,140,0,9,1,casa_sopocachi
142,2,6,0,142,0,8,0,casa_sopocachi
135,10,5,0,135,2,13,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
140,5,5,0,140,2,8,0,casa_sopocachi
129,16,5,0,129,6,15,0,casa_sopocachi
113,17,20,0,112,0,37,1,casa_sopocachi
130,12,8,0,128,1,19,2,casa_sopocachi
95,8,47,0,95,0,55,0,casa_sopocachi
85,23,42,0,83,1,64,2,casa_sopocachi
150,0,0,0,143,0,0,7,casa_sopocachi
138,9,3,0,138,2,10,0,casa_sopocachi
134,7,9,0,132,0,16,2,casa_sopocachi
142,2,6,0,142,0,8,0,casa_sopocachi
38,50,62,0,37,0,112,1,casa_sopocachi
122,7,21,0,122,1,27,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
72,11,67,0,72,1,77,0,casa_sopocachi
141,2,7,0,140,0,9,1,casa_sopocachi
101,33,16,0,99,6,43,2,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
136,13,1,0,136,0,14,0,casa_sopocachi
134,10,6,0,132,0,16,2,casa_sopocachi
143,2,5,0,142,1,6,1,casa_sopocachi
141,2,7,0,141,0,9,0,casa_sopocachi
136,10,4,0,136,1,13,0,casa_sopocachi
142,3,5,0,142,0,8,0,casa_sopocachi
136,7,7,0,135,0,14,1,casa_sopocachi
133,11,6,0,130,0,17,3,casa_sopocachi
126,10,14,0,126,0,24,0,casa_sopocachi
136,12,2,0,136,1,13,0,casa_sopocachi
79,10,61,0,78,0,71,1,casa_sopocachi
135,10,5,0,134,1,14,1,casa_sopocachi
143,2,5,0,142,0,7,1,casa_sopocachi
142,3,5,0,142,0,8,0,casa_sopocachi
136,7,7,0,134,0,14,2,casa_sopocachi
143,3,4,0,143,0,7,0,casa_sopocachi
137,13,0,0,137,3,10,0,casa_sopocachi
142,3,5,0,141,0,8,1,casa_sopocachi
135,12,3,0,135,4,11,0,casa_sopocachi
141,4,5,0,140,0,9,1,casa_sopocachi
135,9,6,0,134,0,15,1,casa_sopocachi
48,29,73,0,38,0,102,10,casa_sopocachi
140,4,6,0,140,1,9,0,casa_sopocachi
134,13,3,0,134,1,15,0,casa_sopocachi
131,10,9,0,131,3,16,0,casa_sopocachi
100,39,11,0,95,0,50,5,casa_sopocachi
137,11,2,0,136,0,13,1,casa_sopocachi
144,3,3,0,144,0,6,0,casa_sopocachi
1,62,87,0,0,9,140,1,casa_sopocachi
99,8,43,0,96,0,51,3,casa_sopocachi
126,16,8,0,125,0,24,1,casa_sopocachi
71,24,55,0,69,3,76,2,casa_sopocachi
143,2,5,0,143,0,7,0,casa_sopocachi
67,32,51,0,66,3,80,1,casa_sopocachi
140,4,6,0,139,0,10,1,casa_sopocachi
107,22,21,0,105,0,43,2,casa_sopocachi
141,4,5,0,141,0,9,0,casa_sopocachi
140,3,7,0,140,0,10,0,casa_sopocachi
141,2,7,0,139,0,9,2,casa_sopocachi
99,25,26,0,99,2,49,0,casa_sopocachi
144,2,4,0,143,0,6,1,casa_sopocachi
142,3,5,0,142,0,8,0,casa_sopocachi
140,9,1,0,140,2,8,0,casa_sopocachi
137,8,5,0,136,0,13,1,casa_sopocachi
140,5,5,0,140,0,10,0,casa_sopocachi
142,8,0,0,140,6,2,2,casa_sopocachi
139,4,7,0,139,1,10,0,casa_sopocachi
129,13,8,0,129,1,20,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
140,8,2,0,138,0,10,2,casa_sopocachi
143,3,4,0,143,0,7,0,casa_sopocachi
141,5,4,0,141,0,9,0,casa_sopocachi
102,15,33,0,100,0,48,2,casa_sopocachi
135,9,6,0,135,0,15,0,casa_sopocachi
136,11,3,0,136,1,13,0,casa_sopocachi
142,3,5,0,142,1,7,0,casa_sopocachi
137,4,9,0,137,1,12,0,casa_sopocachi
134,14,2,0,134,0,16,0,casa_sopocachi
75,11,64,0,74,0,75,1,casa_sopocachi
136,12,2,0,131,1,13,5,casa_sopocachi
142,4,4,0,142,1,7,0,casa_sopocachi
143,4,3,0,143,1,6,0,casa_sopocachi
142,3,5,0,142,0,8,0,casa_sopocachi
150,0,0,0,149,0,0,1,casa_sopocachi
119,9,22,0,119,3,28,0,casa_sopocachi
138,9,3,0,137,1,11,1,casa_sopocachi
143,2,5,0,143,0,7,0,casa_sopocachi
141,3,6,0,140,1,8,1,casa_sopocachi
135,12,3,0,135,3,12,0,casa_sopocachi
113,6,31,0,113,0,37,0,casa_sopocachi
142,4,4,0,142,1,7,0,casa_sopocachi
140,3,7,0,139,0,10,1,casa_sopocachi
131,9,10,0,130,1,18,1,casa_sopocachi
103,7,40,0,103,1,46,0,casa_sopocachi
101,43,6,0,98,2,47,3,casa_sopocachi
130,10,10,0,130,2,18,0,casa_sopocachi
132,15,3,0,132,5,13,0,casa_sopocachi
142,3,5,0,142,0,8,0,casa_sopocachi
0,0,150,0,0,0,150,0,casa_sopocachi
116,19,15,0,111,0,34,5,casa_sopocachi
97,39,13,1,97,16,36,1,casa_sopocachi
142,3,5,0,142,0,8,0,casa_sopocachi
150,0,0,0,149,0,0,1,casa_sopocachi
126,22,2,0,126,1,23,0,casa_sopocachi
137,12,1,0,137,0,13,0,casa_sopocachi
53,32,65,0,50,2,95,3,casa_sopocachi
141,3,6,0,140,0,9,1,casa_sopocachi
128,15,7,0,128,2,20,0,casa_sopocachi
138,4,8,0,138,0,12,0,casa_sopocachi
140,5,5,0,139,0,10,1,casa_sopocachi
104,12,34,0,104,3,43,0,casa_sopocachi
143,2,5,0,143,0,7,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
143,3,4,0,143,0,7,0,casa_sopocachi
106,11,33,0,104,1,43,2,casa_sopocachi
137,13,0,0,134,3,10,3,casa_sopocachi
137,10,3,0,137,2,11,0,casa_sopocachi
142,4,4,0,142,1,7,0,casa_sopocachi
137,8,5,0,136,0,13,1,casa_sopocachi
139,9,2,0,138,1,10,1,casa_sopocachi
104,12,34,0,104,0,46,0,casa_sopocachi
142,3,5,0,141,0,8,1,casa_sopocachi
135,11,4,0,133,0,15,2,casa_sopocachi
120,8,22,0,120,2,28,0,casa_sopocachi
82,42,26,0,82,4,64,0,casa_sopocachi
131,15,4,0,127,0,19,4,casa_sopocachi
136,13,1,0,136,3,11,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
143,3,4,0,142,0,7,1,casa_sopocachi
143,4,3,0,143,0,7,0,casa_sopocachi
94,6,50,0,94,0,56,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
134,9,7,0,133,3,13,1,casa_sopocachi
142,2,6,0,140,0,8,2,casa_sopocachi
143,1,6,0,142,0,7,1,casa_sopocachi
120,24,6,0,117,4,26,3,casa_sopocachi
134,10,6,0,134,1,15,0,casa_sopocachi
94,10,46,0,94,4,52,0,casa_sopocachi
139,4,7,0,139,0,11,0,casa_sopocachi
143,3,4,0,143,0,7,0,casa_sopocachi
142,3,5,0,142,0,8,0,casa_sopocachi
142,2,6,0,142,0,8,0,casa_sopocachi
99,12,39,0,98,1,50,1,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
117,20,13,0,116,2,31,1,casa_sopocachi
105,14,31,0,102,0,45,3,casa_sopocachi
141,4,5,0,141,0,9,0,casa_sopocachi
133,10,7,0,133,0,17,0,casa_sopocachi
49,28,73,0,45,3,98,4,casa_sopocachi
10,47,93,0,4,11,129,6,casa_sopocachi
142,4,4,0,142,1,7,0,casa_sopocachi
124,8,18,0,124,0,26,0,casa_sopocachi
143,3,4,0,143,1,6,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
114,31,5,0,114,1,35,0,casa_sopocachi
143,3,4,0,143,0,7,0,casa_sopocachi
126,20,4,0,121,2,22,5,casa_sopocachi
91,18,41,0,90,0,59,1,casa_sopocachi
142,4,4,0,142,0,8,0,casa_sopocachi
140,2,8,0,140,0,10,0,casa_sopocachi
135,14,1,0,135,4,11,0,casa_sopocachi
142,3,5,0,142,1,7,0,casa_sopocachi
84,13,53,0,82,0,66,2,casa_sopocachi
94,24,32,0,90,1,55,4,casa_sopocachi
143,3,4,0,143,0,7,0,casa_sopocachi
130,12,8,0,127,1,19,3,casa_sopocachi
100,49,1,0,99,7,43,1,casa_sopocachi
139,4,7,0,139,1,10,0,casa_sopocachi
130,5,15,0,130,1,19,0,casa_sopocachi
143,2,5,0,143,0,7,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
10,15,125,0,7,0,140,3,casa_sopocachi
107,28,15,0,105,4,39,2,casa_sopocachi
135,9,6,0,135,1,14,0,casa_sopocachi
142,3,5,0,142,0,8,0,casa_sopocachi
137,10,3,0,137,2,11,0,casa_sopocachi
135,12,3,0,135,0,15,0,casa_sopocachi
137,9,4,0,137,0,13,0,casa_sopocachi
52,34,64,0,49,3,95,3,casa_sopocachi
144,2,4,0,143,0,6,1,casa_sopocachi
136,10,4,0,136,1,13,0,casa_sopocachi
137,10,3,0,136,0,13,1,casa_sopocachi
131,10,9,0,130,3,16,1,casa_sopocachi
135,12,3,0,135,3,12,0,casa_sopocachi
136,10,4,0,135,0,14,1,casa_sopocachi
109,11,30,0,108,1,40,1,casa_sopocachi
141,4,5,0,140,0,9,1,casa_sopocachi
135,13,2,0,135,4,11,0,casa_sopocachi
142,2,6,0,141,0,8,1,casa_sopocachi
144,6,0,0,140,6,0,4,casa_sopocachi
141,3,6,0,141,1,8,0,casa_sopocachi
143,2,5,0,142,0,7,1,casa_sopocachi
141,3,6,0,141,0,9,0,casa_sopocachi
139,2,9,0,138,0,11,1,casa_sopocachi
142,3,5,0,142,0,8,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
135,10,5,0,135,0,15,0,casa_sopocachi
45,50,55,0,45,10,95,0,casa_sopocachi
111,11,28,0,111,1,38,0,casa_sopocachi
135,15,0,0,134,1,14,1,casa_sopocachi
134,12,4,0,134,3,13,0,casa_sopocachi
91,14,45,0,90,4,55,1,casa_sopocachi
142,4,4,0,142,2,6,0,casa_sopocachi
140,4,6,0,140,0,10,0,casa_sopocachi
134,14,2,0,132,0,16,2,casa_sopocachi
138,10,2,0,135,0,12,3,casa_sopocachi
138,11,1,0,137,0,12,1,casa_sopocachi
82,31,37,0,81,0,68,1,casa_sopocachi
136,3,11,0,136,0,14,0,casa_sopocachi
142,4,4,0,142,0,8,0,casa_sopocachi
139,8,3,0,139,0,11,0,casa_sopocachi
141,4,5,0,141,2,7,0,casa_sopocachi
143,2,5,0,143,0,7,0,casa_sopocachi
143,3,4,0,143,0,7,0,casa_sopocachi
144,2,4,0,144,0,6,0,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
120,7,23,0,120,0,30,0,casa_sopocachi
104,15,31,0,102,2,44,2,casa_sopocachi
142,3,5,0,142,0,8,0,casa_sopocachi
133,11,6,0,133,2,15,0,casa_sopocachi
139,8,3,0,139,2,9,0,casa_sopocachi
134,9,7,0,132,1,15,2,casa_sopocachi
143,3,4,0,143,1,6,0,casa_sopocachi
59,12,79,0,59,3,88,0,casa_sopocachi
140,1,9,0,140,0,10,0,casa_sopocachi
141,3,6,0,139,0,9,2,casa_sopocachi
144,2,4,0,144,0,6,0,casa_sopocachi
131,12,7,0,130,0,19,1,casa_sopocachi
142,3,5,0,141,0,8,1,casa_sopocachi
150,0,0,0,150,0,0,0,casa_sopocachi
135,15,0,0,134,0,15,1,casa_sopocachi
138,4,8,0,138,0,12,0,casa_sopocachi
115,12,23,0,114,0,35,1,casa_sopocachi
140,9,1,0,140,2,8,0,casa_sopocachi
90,55,5,0,90,10,50,0,casa_sopocachi
137,12,1,0,137,1,12,0,casa_sopocachi
40,60,50,0,32,8,102,8,casa_sopocachi
111,9,30,0,111,0,39,0,casa_sopocachi
143,3,4,0,143,0,7,0,casa_sopocachi
139,9,2,0,139,0,11,0,colegio_miraflores
150,0,0,0,150,0,0,0,colegio_miraflores
92,23,35,0,92,1,57,0,colegio_miraflores
138,4,8,0,138,0,12,0,colegio_miraflores
79,5,66,0,79,1,70,0,colegio_miraflores
90,20,40,0,90,1,59,0,colegio_miraflores
135,14,1,0,135,1,14,0,colegio_miraflores
135,13,2,0,134,2,13,1,colegio_miraflores
85,7,58,0,85,0,65,0,colegio_miraflores
138,4,8,0,138,0,12,0,colegio_miraflores
136,5,9,0,136,1,13,0,colegio_miraflores
133,6,11,0,133,0,17,0,colegio_miraflores
132,4,14,0,132,0,18,0,colegio_miraflores
138,4,8,0,138,0,12,0,colegio_miraflores
137,9,4,0,137,0,13,0,colegio_miraflores
140,4,6,0,140,0,10,0,colegio_miraflores
133,10,7,0,133,0,17,0,colegio_miraflores
128,10,11,1,122,1,20,7,colegio_miraflores
135,10,5,0,135,1,14,0,colegio_miraflores
133,10,7,0,133,0,17,0,colegio_miraflores
60,8,82,0,59,0,90,1,colegio_miraflores
89,13,48,0,89,1,60,0,colegio_miraflores
139,4,7,0,139,0,11,0,colegio_miraflores
134,11,5,0,134,1,15,0,colegio_miraflores
137,5,8,0,136,1,12,1,colegio_miraflores
81,5,64,0,81,0,69,0,colegio_miraflores
150,0,0,0,150,0,0,0,colegio_miraflores
137,10,3,0,136,0,13,1,colegio_miraflores
136,11,3,0,135,0,14,1,colegio_miraflores
138,9,3,0,136,0,12,2,colegio_miraflores
133,10,7,0,133,1,16,0,colegio_miraflores
138,3,9,0,137,0,12,1,colegio_miraflores
131,15,4,0,130,0,19,1,colegio_miraflores
136,13,1,0,136,0,14,0,colegio_miraflores
137,8,5,0,137,1,12,0,colegio_miraflores
131,16,3,0,131,2,17,0,colegio_miraflores
134,11,5,0,133,0,16,1,colegio_miraflores
138,4,8,0,138,0,12,0,colegio_miraflores
92,21,37,0,92,3,55,0,colegio_miraflores
138,4,8,0,137,0,12,1,colegio_miraflores
45,20,85,0,43,1,104,2,colegio_miraflores
131,6,13,0,130,0,19,1,colegio_miraflores
137,11,2,0,137,0,13,0,colegio_miraflores
141,2,7,0,140,0,9,1,colegio_miraflores
150,0,0,0,150,0,0,0,colegio_miraflores
139,4,7,0,139,0,11,0,colegio_miraflores
100,7,43,0,100,0,50,0,colegio_miraflores
133,8,9,0,132,0,17,1,colegio_miraflores
40,16,94,0,39,0,110,1,colegio_miraflores
120,9,21,0,120,1,29,0,colegio_miraflores
132,6,12,0,132,1,17,0,colegio_miraflores
139,4,7,0,139,1,10,0,colegio_miraflores
135,4,11,0,135,1,14,0,colegio_miraflores
132,14,4,0,132,0,18,0,colegio_miraflores
136,14,0,0,136,4,10,0,colegio_miraflores
138,4,8,0,138,0,12,0,colegio_miraflores
136,12,2,0,136,1,13,0,colegio_miraflores
139,5,6,0,139,1,10,0,colegio_miraflores
136,5,9,0,135,0,14,1,colegio_miraflores
137,12,1,0,135,0,13,2,colegio_miraflores
137,11,2,0,137,0,13,0,colegio_miraflores
107,17,26,0,106,0,43,1,colegio_miraflores
139,4,7,0,138,0,11,1,colegio_miraflores
150,0,0,0,150,0,0,0,colegio_miraflores
55,15,80,0,53,1,94,2,colegio_miraflores
139,4,7,0,139,1,10,0,colegio_miraflores
137,4,9,0,137,0,13,0,colegio_miraflores
139,4,7,0,139,0,11,0,colegio_miraflores
138,4,8,0,138,0,12,0,colegio_miraflores
136,12,2,0,136,0,14,0,colegio_miraflores
120,7,23,0,120,1,29,0,colegio_miraflores
79,30,41,0,78,0,71,1,colegio_miraflores
136,13,1,0,136,2,12,0,colegio_miraflores
69,12,69,0,69,0,81,0,colegio_miraflores
133,17,0,0,133,1,16,0,colegio_miraflores
150,0,0,0,150,0,0,0,colegio_miraflores
136,4,10,0,136,2,12,0,colegio_miraflores
114,12,24,0,112,0,36,2,colegio_miraflores
137,5,8,0,137,0,13,0,colegio_miraflores
137,10,3,0,136,0,13,1,colegio_miraflores
127,16,7,0,122,1,22,5,colegio_miraflores
137,5,8,0,136,0,13,1,colegio_miraflores
150,0,0,0,150,0,0,0,colegio_miraflores
150,0,0,0,150,0,0,0,colegio_miraflores
111,16,23,0,111,2,37,0,colegio_miraflores
135,7,8,0,135,1,14,0,colegio_miraflores
138,4,8,0,137,0,12,1,colegio_miraflores
118,32,0,0,117,15,17,1,colegio_miraflores
140,3,7,0,140,0,10,0,colegio_miraflores
137,4,9,0,137,0,13,0,colegio_miraflores
136,13,1,0,136,2,12,0,colegio_miraflores
125,12,13,0,124,0,25,1,colegio_miraflores
56,6,88,0,56,0,94,0,colegio_miraflores
138,5,7,0,138,0,12,0,colegio_miraflores
138,4,8,0,138,1,11,0,colegio_miraflores
135,10,5,0,133,0,15,2,colegio_miraflores
108,7,35,0,108,1,41,0,colegio_miraflores
137,10,3,0,136,0,13,1,colegio_miraflores
134,5,11,0,134,0,16,0,colegio_miraflores
136,9,5,0,136,0,14,0,colegio_miraflores
150,0,0,0,150,0,0,0,colegio_miraflores
136,12,2,0,136,0,14,0,colegio_miraflores
123,10,17,0,122,0,27,1,colegio_miraflores
89,8,53,0,89,0,61,0,colegio_miraflores
137,4,9,0,137,0,13,0,colegio_miraflores
109,9,32,0,109,2,39,0,colegio_miraflores
55,12,83,0,55,1,94,0,colegio_miraflores
136,5,9,0,136,0,14,0,colegio_miraflores
136,6,8,0,136,0,14,0,colegio_miraflores
