s_tp,s_fp,s_tn,s_fn,a_tp,a_fp,a_tn,a_fn,zona
78,36,36,0,78,1,71,0,villa_fatima_laderas
76,19,55,0,76,2,72,0,villa_fatima_laderas
117,17,16,0,117,0,33,0,villa_fatima_laderas
136,12,2,0,136,1,13,0,villa_fatima_laderas
135,13,2,0,135,2,13,0,villa_fatima_laderas
44,29,77,0,41,1,105,3,villa_fatima_laderas
135,10,5,0,135,0,15,0,villa_fatima_laderas
134,7,9,0,134,1,15,0,villa_fatima_laderas
127,7,16,0,127,0,23,0,villa_fatima_laderas
133,11,6,0,133,1,16,0,villa_fatima_laderas
84,17,49,0,83,0,66,1,villa_fatima_laderas
94,41,15,0,93,1,55,1,villa_fatima_laderas
135,13,2,0,135,1,14,0,villa_fatima_laderas
132,5,13,0,132,1,17,0,villa_fatima_laderas
133,6,11,0,131,1,16,2,villa_fatima_laderas
135,9,6,0,133,0,15,2,villa_fatima_laderas
109,13,28,0,109,1,40,0,villa_fatima_laderas
0,58,92,0,0,1,149,0,villa_fatima_laderas
129,6,15,0,129,1,20,0,villa_fatima_laderas
138,10,2,0,136,0,12,2,villa_fatima_laderas
136,5,9,0,135,0,14,1,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
132,8,10,0,132,1,17,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
135,9,6,0,135,0,15,0,villa_fatima_laderas
136,13,1,0,136,3,11,0,villa_fatima_laderas
109,19,22,0,108,6,35,1,villa_fatima_laderas
137,5,8,0,137,1,12,0,villa_fatima_laderas
135,11,4,0,135,1,14,0,villa_fatima_laderas
130,8,12,0,130,0,20,0,villa_fatima_laderas
135,4,11,0,134,0,15,1,villa_fatima_laderas
124,13,13,0,123,0,26,1,villa_fatima_laderas
134,14,2,0,134,1,15,0,villa_fatima_laderas
91,5,54,0,87,0,59,4,villa_fatima_laderas
150,0,0,0,148,0,0,2,villa_fatima_laderas
135,6,9,0,135,1,14,0,villa_fatima_laderas
135,9,6,0,135,3,12,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
134,5,11,0,132,0,16,2,villa_fatima_laderas
94,28,28,0,90,0,56,4,villa_fatima_laderas
96,12,42,0,94,1,53,2,villa_fatima_laderas
134,7,9,0,134,1,15,0,villa_fatima_laderas
135,10,5,0,135,1,14,0,villa_fatima_laderas
150,0,0,0,149,0,0,1,villa_fatima_laderas
132,6,12,0,132,1,17,0,villa_fatima_laderas
136,6,8,0,136,1,13,0,villa_fatima_laderas
136,10,4,0,135,0,14,1,villa_fatima_laderas
132,6,12,0,132,1,17,0,villa_fatima_laderas
0,64,86,0,0,1,149,0,villa_fatima_laderas
53,18,79,0,47,0,97,6,villa_fatima_laderas
134,6,10,0,134,1,15,0,villa_fatima_laderas
131,8,11,0,129,0,19,2,villa_fatima_laderas
126,12,12,0,125,2,22,1,villa_fatima_laderas
59,12,79,0,58,1,90,1,villa_fatima_laderas
137,5,8,0,137,1,12,0,villa_fatima_laderas
44,14,92,0,42,0,106,2,villa_fatima_laderas
137,9,4,0,137,1,12,0,villa_fatima_laderas
138,9,3,0,138,1,11,0,villa_fatima_laderas
51,48,51,0,47,2,97,4,villa_fatima_laderas
128,7,15,0,127,0,22,1,villa_fatima_laderas
134,5,11,0,133,0,16,1,villa_fatima_laderas
119,31,0,0,117,7,24,2,villa_fatima_laderas
109,21,20,0,108,4,37,1,villa_fatima_laderas
150,0,0,0,149,0,0,1,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
74,25,51,0,72,1,75,2,villa_fatima_laderas
132,6,12,0,131,0,18,1,villa_fatima_laderas
133,5,12,0,133,0,17,0,villa_fatima_laderas
136,11,3,0,136,0,14,0,villa_fatima_laderas
133,6,11,0,133,1,16,0,villa_fatima_laderas
136,12,2,0,135,1,13,1,villa_fatima_laderas
135,9,6,0,135,2,13,0,villa_fatima_laderas
136,9,5,0,136,1,13,0,villa_fatima_laderas
135,6,9,0,135,0,15,0,villa_fatima_laderas
133,7,10,0,133,0,17,0,villa_fatima_laderas
134,4,12,0,134,1,15,0,villa_fatima_laderas
136,11,3,0,135,1,13,1,villa_fatima_laderas
134,8,8,0,132,0,16,2,villa_fatima_laderas
98,18,34,0,97,0,52,1,villa_fatima_laderas
74,11,65,0,73,1,75,1,villa_fatima_laderas
136,10,4,0,135,0,14,1,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
22,54,74,0,19,3,125,3,villa_fatima_laderas
132,15,3,0,130,1,17,2,villa_fatima_laderas
135,13,2,0,135,2,13,0,villa_fatima_laderas
134,5,11,0,134,1,15,0,villa_fatima_laderas
133,5,12,0,133,0,17,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
110,21,19,0,110,5,35,0,villa_fatima_laderas
130,8,12,0,129,0,20,1,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
135,4,11,0,135,0,15,0,villa_fatima_laderas
132,7,11,0,131,0,18,1,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
136,8,6,0,135,1,13,1,villa_fatima_laderas
139,8,3,0,139,1,10,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
137,8,5,0,136,0,13,1,villa_fatima_laderas
134,4,12,0,132,0,16,2,villa_fatima_laderas
135,12,3,0,135,1,14,0,villa_fatima_laderas
130,6,14,0,129,1,19,1,villa_fatima_laderas
137,11,2,0,137,0,13,0,villa_fatima_laderas
133,7,10,0,133,1,16,0,villa_fatima_laderas
98,28,24,0,98,5,47,0,villa_fatima_laderas
37,25,88,0,35,2,111,2,villa_fatima_laderas
134,6,10,0,134,0,16,0,villa_fatima_laderas
138,10,2,0,137,0,12,1,villa_fatima_laderas
137,11,2,0,137,1,12,0,villa_fatima_laderas
131,12,7,0,130,2,17,1,villa_fatima_laderas
134,12,4,0,134,0,16,0,villa_fatima_laderas
103,15,32,0,101,0,47,2,villa_fatima_laderas
134,8,8,0,134,1,15,0,villa_fatima_laderas
129,9,12,0,128,0,21,1,villa_fatima_laderas
33,14,103,0,33,3,114,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
133,6,11,0,133,1,16,0,villa_fatima_laderas
135,14,1,0,135,1,14,0,villa_fatima_laderas
150,0,0,0,147,0,0,3,villa_fatima_laderas
73,7,70,0,71,0,77,2,villa_fatima_laderas
134,11,5,0,133,0,16,1,villa_fatima_laderas
134,14,2,0,133,0,16,1,villa_fatima_laderas
135,10,5,0,134,0,15,1,villa_fatima_laderas
133,6,11,0,133,1,16,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
135,5,10,0,134,0,15,1,villa_fatima_laderas
137,3,10,0,137,0,13,0,villa_fatima_laderas
135,10,5,0,135,1,14,0,villa_fatima_laderas
126,7,17,0,126,0,24,0,villa_fatima_laderas
134,5,11,0,134,2,14,0,villa_fatima_laderas
136,8,6,0,135,1,13,1,villa_fatima_laderas
60,30,60,0,58,4,86,2,villa_fatima_laderas
115,15,20,0,111,0,35,4,villa_fatima_laderas
134,8,8,0,132,1,15,2,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
69,19,62,0,66,0,81,3,villa_fatima_laderas
135,11,4,0,135,0,15,0,villa_fatima_laderas
134,5,11,0,132,0,16,2,villa_fatima_laderas
131,6,13,0,131,0,19,0,villa_fatima_laderas
136,14,0,0,136,0,14,0,villa_fatima_laderas
133,6,11,0,133,1,16,0,villa_fatima_laderas
126,11,13,0,124,0,24,2,villa_fatima_laderas
71,29,50,0,70,2,77,1,villa_fatima_laderas
136,9,5,0,135,0,14,1,villa_fatima_laderas
135,12,3,0,134,0,15,1,villa_fatima_laderas
121,12,17,0,121,1,28,0,villa_fatima_laderas
136,8,6,0,136,1,13,0,villa_fatima_laderas
131,8,11,0,131,0,19,0,villa_fatima_laderas
127,7,16,0,127,1,22,0,villa_fatima_laderas
116,25,9,0,116,1,33,0,villa_fatima_laderas
119,20,11,0,116,3,28,3,villa_fatima_laderas
125,11,14,0,123,1,24,2,villa_fatima_laderas
134,11,5,0,134,0,16,0,villa_fatima_laderas
133,5,12,0,133,2,15,0,villa_fatima_laderas
56,12,82,0,54,0,94,2,villa_fatima_laderas
133,5,12,0,131,0,17,2,villa_fatima_laderas
39,13,98,0,38,0,111,1,villa_fatima_laderas
25,52,73,0,25,1,124,0,villa_fatima_laderas
136,12,2,0,136,2,12,0,villa_fatima_laderas
81,13,56,0,81,0,69,0,villa_fatima_laderas
135,12,3,0,135,2,13,0,villa_fatima_laderas
133,6,11,0,133,1,16,0,villa_fatima_laderas
9,57,83,1,6,4,136,4,villa_fatima_laderas
137,9,4,0,135,0,13,2,villa_fatima_laderas
136,3,11,0,136,0,14,0,villa_fatima_laderas
137,3,10,0,137,0,13,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
135,13,2,0,135,1,14,0,villa_fatima_laderas
85,24,41,0,79,4,61,6,villa_fatima_laderas
135,7,8,0,135,0,15,0,villa_fatima_laderas
7,11,132,0,5,0,143,2,villa_fatima_laderas
100,31,19,0,100,4,46,0,villa_fatima_laderas
134,16,0,0,134,4,12,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
134,6,10,0,133,0,16,1,villa_fatima_laderas
91,42,17,0,87,8,51,4,villa_fatima_laderas
135,7,8,0,134,0,15,1,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
128,8,14,0,127,2,20,1,villa_fatima_laderas
133,14,3,0,133,0,17,0,villa_fatima_laderas
135,10,5,0,135,2,13,0,villa_fatima_laderas
130,7,13,0,130,0,20,0,villa_fatima_laderas
133,11,6,0,132,0,17,1,villa_fatima_laderas
135,6,9,0,135,1,14,0,villa_fatima_laderas
134,7,9,0,134,0,16,0,villa_fatima_laderas
136,5,9,0,135,0,14,1,villa_fatima_laderas
137,9,4,0,137,2,11,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
132,14,4,0,132,0,18,0,villa_fatima_laderas
106,15,29,0,103,3,41,3,villa_fatima_laderas
56,5,89,0,54,0,94,2,villa_fatima_laderas
130,5,15,0,130,1,19,0,villa_fatima_laderas
130,18,2,0,129,1,19,1,villa_fatima_laderas
66,10,74,0,65,2,82,1,villa_fatima_laderas
137,4,9,0,137,1,12,0,villa_fatima_laderas
136,9,5,0,134,0,14,2,villa_fatima_laderas
98,22,30,0,97,1,51,1,villa_fatima_laderas
131,7,12,0,131,2,17,0,villa_fatima_laderas
121,11,18,0,116,1,28,5,villa_fatima_laderas
135,11,4,0,134,1,14,1,villa_fatima_laderas
93,25,32,0,92,1,56,1,villa_fatima_laderas
135,13,2,0,134,0,15,1,villa_fatima_laderas
92,22,36,0,92,1,57,0,villa_fatima_laderas
135,14,1,0,135,1,14,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
136,10,4,0,134,0,14,2,villa_fatima_laderas
131,4,15,0,130,0,19,1,villa_fatima_laderas
134,11,5,0,134,0,16,0,villa_fatima_laderas
136,10,4,0,136,1,13,0,villa_fatima_laderas
103,14,33,0,101,1,46,2,villa_fatima_laderas
133,5,12,0,132,0,17,1,villa_fatima_laderas
132,6,12,0,132,1,17,0,villa_fatima_laderas
134,6,10,0,134,0,16,0,villa_fatima_laderas
136,11,3,0,135,0,14,1,villa_fatima_laderas
50,45,55,0,49,2,98,1,villa_fatima_laderas
48,17,85,0,48,0,102,0,villa_fatima_laderas
129,7,14,0,128,0,21,1,villa_fatima_laderas
132,16,2,0,132,0,18,0,villa_fatima_laderas
74,14,62,0,70,1,75,4,villa_fatima_laderas
136,12,2,0,135,0,14,1,villa_fatima_laderas
85,49,16,0,75,14,51,10,villa_fatima_laderas
54,18,78,0,53,1,95,1,villa_fatima_laderas
134,5,11,0,134,2,14,0,villa_fatima_laderas
137,10,3,0,137,0,13,0,villa_fatima_laderas
69,51,30,0,69,5,76,0,villa_fatima_laderas
77,13,60,0,77,3,70,0,villa_fatima_laderas
0,10,140,0,0,0,150,0,villa_fatima_laderas
132,6,12,0,131,0,18,1,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
134,14,2,0,134,0,16,0,villa_fatima_laderas
136,4,10,0,134,0,14,2,villa_fatima_laderas
136,4,10,0,136,0,14,0,villa_fatima_laderas
134,8,8,0,133,0,16,1,villa_fatima_laderas
79,24,47,0,77,4,67,2,villa_fatima_laderas
134,6,10,0,134,1,15,0,villa_fatima_laderas
132,17,1,0,130,0,18,2,villa_fatima_laderas
131,6,13,0,130,0,19,1,villa_fatima_laderas
137,11,2,0,134,0,13,3,villa_fatima_laderas
114,15,21,0,113,0,36,1,villa_fatima_laderas
128,5,17,0,127,0,22,1,villa_fatima_laderas
39,26,85,0,39,8,103,0,villa_fatima_laderas
136,8,6,0,136,1,13,0,villa_fatima_laderas
134,6,10,0,134,0,16,0,villa_fatima_laderas
134,4,12,0,133,0,16,1,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
56,13,81,0,56,2,92,0,villa_fatima_laderas
136,11,3,0,136,0,14,0,villa_fatima_laderas
98,33,19,0,98,3,49,0,villa_fatima_laderas
133,4,13,0,133,1,16,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
125,11,14,0,125,2,23,0,villa_fatima_laderas
32,15,103,0,32,0,118,0,villa_fatima_laderas
132,11,7,0,132,0,18,0,villa_fatima_laderas
58,25,67,0,55,1,91,3,villa_fatima_laderas
95,28,27,0,95,0,55,0,villa_fatima_laderas
134,5,11,0,134,0,16,0,villa_fatima_laderas
134,6,10,0,134,1,15,0,villa_fatima_laderas
136,8,6,0,136,1,13,0,villa_fatima_laderas
132,12,6,0,132,1,17,0,villa_fatima_laderas
131,5,14,0,131,0,19,0,villa_fatima_laderas
137,11,2,0,136,0,13,1,villa_fatima_laderas
11,15,124,0,11,0,139,0,villa_fatima_laderas
80,39,31,0,79,1,69,1,villa_fatima_laderas
131,7,12,0,130,0,19,1,villa_fatima_laderas
131,5,14,0,131,0,19,0,villa_fatima_laderas
136,11,3,0,135,0,14,1,villa_fatima_laderas
99,26,25,0,98,3,48,1,villa_fatima_laderas
132,7,11,0,131,0,18,1,villa_fatima_laderas
136,4,10,0,136,1,13,0,villa_fatima_laderas
120,12,18,0,119,0,30,1,villa_fatima_laderas
133,6,11,0,133,0,17,0,villa_fatima_laderas
134,6,10,0,134,0,16,0,villa_fatima_laderas
102,17,31,0,102,1,47,0,villa_fatima_laderas
134,5,11,0,132,0,16,2,villa_fatima_laderas
134,10,6,0,134,1,15,0,villa_fatima_laderas
73,12,65,0,73,1,76,0,villa_fatima_laderas
93,22,35,0,93,1,56,0,villa_fatima_laderas
135,13,2,0,133,2,13,2,villa_fatima_laderas
131,6,13,0,130,1,18,1,villa_fatima_laderas
124,5,21,0,124,0,26,0,villa_fatima_laderas
134,14,2,0,134,2,14,0,villa_fatima_laderas
102,30,18,0,99,3,45,3,villa_fatima_laderas
133,7,10,0,133,2,15,0,villa_fatima_laderas
134,2,14,0,132,0,16,2,villa_fatima_laderas
136,9,5,0,136,0,14,0,villa_fatima_laderas
133,5,12,0,133,0,17,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
134,4,12,0,133,0,16,1,villa_fatima_laderas
122,12,16,0,121,0,28,1,villa_fatima_laderas
133,6,11,0,133,2,15,0,villa_fatima_laderas
131,6,13,0,131,1,18,0,villa_fatima_laderas
136,8,6,0,136,0,14,0,villa_fatima_laderas
137,8,5,0,135,0,13,2,villa_fatima_laderas
134,5,11,0,132,0,16,2,villa_fatima_laderas
128,10,12,0,127,3,19,1,villa_fatima_laderas
147,3,0,0,146,1,2,1,villa_fatima_laderas
129,6,15,0,128,1,20,1,villa_fatima_laderas
137,8,5,0,137,0,13,0,villa_fatima_laderas
131,8,11,0,130,0,19,1,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
134,14,2,0,134,1,15,0,villa_fatima_laderas
133,5,12,0,133,2,15,0,villa_fatima_laderas
133,5,12,0,133,0,17,0,villa_fatima_laderas
132,8,10,0,132,1,17,0,villa_fatima_laderas
133,6,11,0,132,0,17,1,villa_fatima_laderas
131,6,13,0,131,1,18,0,villa_fatima_laderas
131,13,6,0,130,0,19,1,villa_fatima_laderas
0,27,123,0,0,0,150,0,villa_fatima_laderas
134,5,11,0,132,0,16,2,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
135,12,3,0,135,1,14,0,villa_fatima_laderas
135,4,11,0,135,0,15,0,villa_fatima_laderas
133,5,12,0,133,0,17,0,villa_fatima_laderas
136,13,1,0,136,0,14,0,villa_fatima_laderas
130,5,15,0,130,0,20,0,villa_fatima_laderas
136,13,1,0,136,2,12,0,villa_fatima_laderas
123,27,0,0,123,4,23,0,villa_fatima_laderas
135,12,3,0,133,1,14,2,villa_fatima_laderas
108,35,7,0,104,4,38,4,villa_fatima_laderas
90,9,51,0,90,1,59,0,villa_fatima_laderas
136,4,10,0,135,0,14,1,villa_fatima_laderas
136,5,9,0,136,0,14,0,villa_fatima_laderas
138,4,8,0,137,0,12,1,villa_fatima_laderas
128,11,11,0,128,0,22,0,villa_fatima_laderas
2,17,131,0,1,0,148,1,villa_fatima_laderas
125,8,17,0,123,0,25,2,villa_fatima_laderas
132,7,11,0,130,0,18,2,villa_fatima_laderas
59,33,58,0,56,1,90,3,villa_fatima_laderas
133,13,4,0,132,0,17,1,villa_fatima_laderas
136,6,8,0,136,1,13,0,villa_fatima_laderas
134,10,6,0,132,1,15,2,villa_fatima_laderas
1,57,92,0,1,5,144,0,villa_fatima_laderas
135,10,5,0,133,1,14,2,villa_fatima_laderas
66,19,65,0,64,0,84,2,villa_fatima_laderas
135,8,7,0,135,1,14,0,villa_fatima_laderas
125,9,16,0,123,0,25,2,villa_fatima_laderas
132,7,11,0,132,2,16,0,villa_fatima_laderas
122,15,13,0,119,4,24,3,villa_fatima_laderas
137,7,6,0,137,0,13,0,villa_fatima_laderas
136,11,3,0,136,1,13,0,villa_fatima_laderas
109,26,15,0,107,0,41,2,villa_fatima_laderas
130,7,13,0,130,1,19,0,villa_fatima_laderas
129,7,14,0,128,0,21,1,villa_fatima_laderas
135,13,2,0,134,1,14,1,villa_fatima_laderas
128,7,15,0,128,0,22,0,villa_fatima_laderas
135,13,2,0,135,0,15,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
63,45,42,0,55,7,80,8,villa_fatima_laderas
68,14,68,0,66,0,82,2,villa_fatima_laderas
130,8,12,0,130,2,18,0,villa_fatima_laderas
131,6,13,0,130,1,18,1,villa_fatima_laderas
134,15,1,0,134,1,15,0,villa_fatima_laderas
77,55,18,0,73,9,64,4,villa_fatima_laderas
118,17,15,0,118,2,30,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
125,7,18,0,124,0,25,1,villa_fatima_laderas
106,15,29,0,104,2,42,2,villa_fatima_laderas
150,0,0,0,148,0,0,2,villa_fatima_laderas
134,13,3,0,133,0,16,1,villa_fatima_laderas
124,11,15,0,123,2,24,1,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
136,6,8,0,135,1,13,1,villa_fatima_laderas
83,31,36,0,81,7,60,2,villa_fatima_laderas
126,18,6,0,123,0,24,3,villa_fatima_laderas
135,5,10,0,135,0,15,0,villa_fatima_laderas
135,6,9,0,135,0,15,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
83,25,42,0,81,1,66,2,villa_fatima_laderas
138,8,4,0,138,3,9,0,villa_fatima_laderas
144,5,0,1,139,1,4,6,villa_fatima_laderas
133,7,10,0,132,0,17,1,villa_fatima_laderas
137,8,5,0,136,0,13,1,villa_fatima_laderas
136,11,3,0,136,0,14,0,villa_fatima_laderas
128,7,15,0,127,1,21,1,villa_fatima_laderas
86,14,50,0,86,3,61,0,villa_fatima_laderas
130,6,14,0,130,1,19,0,villa_fatima_laderas
135,4,11,0,135,0,15,0,villa_fatima_laderas
22,28,100,0,22,2,126,0,villa_fatima_laderas
80,16,54,0,79,0,70,1,villa_fatima_laderas
135,6,9,0,134,0,15,1,villa_fatima_laderas
137,5,8,0,137,0,13,0,villa_fatima_laderas
136,6,8,0,136,1,13,0,villa_fatima_laderas
133,6,11,0,133,1,16,0,villa_fatima_laderas
136,12,2,0,136,1,13,0,villa_fatima_laderas
131,8,11,0,131,0,19,0,villa_fatima_laderas
86,31,33,0,84,3,61,2,villa_fatima_laderas
137,10,3,0,136,0,13,1,villa_fatima_laderas
115,18,17,0,115,0,35,0,villa_fatima_laderas
136,12,2,0,136,2,12,0,villa_fatima_laderas
135,6,9,0,135,1,14,0,villa_fatima_laderas
135,6,9,0,133,0,15,2,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
131,6,13,0,130,0,19,1,villa_fatima_laderas
101,34,15,0,100,3,46,1,villa_fatima_laderas
134,6,10,0,134,1,15,0,villa_fatima_laderas
136,12,2,0,136,0,14,0,villa_fatima_laderas
147,3,0,0,140,1,2,7,villa_fatima_laderas
95,46,9,0,95,5,50,0,villa_fatima_laderas
134,13,3,0,131,0,16,3,villa_fatima_laderas
133,8,9,0,133,1,16,0,villa_fatima_laderas
137,4,9,0,137,0,13,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
136,10,4,0,136,0,14,0,villa_fatima_laderas
125,8,17,0,125,2,23,0,villa_fatima_laderas
135,10,5,0,135,1,14,0,villa_fatima_laderas
0,2,148,0,0,0,150,0,villa_fatima_laderas
131,8,11,0,131,1,18,0,villa_fatima_laderas
136,13,1,0,135,0,14,1,villa_fatima_laderas
134,5,11,0,134,1,15,0,villa_fatima_laderas
132,17,1,0,132,0,18,0,villa_fatima_laderas
34,15,101,0,34,3,113,0,villa_fatima_laderas
97,11,42,0,97,1,52,0,villa_fatima_laderas
134,6,10,0,133,1,15,1,villa_fatima_laderas
42,13,95,0,41,1,107,1,villa_fatima_laderas
130,16,4,0,126,0,20,4,villa_fatima_laderas
134,12,4,0,134,3,13,0,villa_fatima_laderas
135,7,8,0,135,1,14,0,villa_fatima_laderas
136,14,0,0,136,3,11,0,villa_fatima_laderas
136,11,3,0,136,1,13,0,villa_fatima_laderas
85,24,41,0,84,0,65,1,villa_fatima_laderas
134,5,11,0,133,0,16,1,villa_fatima_laderas
135,13,2,0,135,2,13,0,villa_fatima_laderas
136,10,4,0,135,1,13,1,villa_fatima_laderas
102,37,11,0,100,3,45,2,villa_fatima_laderas
137,7,6,0,137,1,12,0,villa_fatima_laderas
133,15,2,0,131,0,17,2,villa_fatima_laderas
130,7,13,0,130,1,19,0,villa_fatima_laderas
136,11,3,0,136,1,13,0,villa_fatima_laderas
131,6,13,0,131,1,18,0,villa_fatima_laderas
135,5,10,0,134,0,15,1,villa_fatima_laderas
134,16,0,0,131,1,15,3,villa_fatima_laderas
131,18,1,0,131,1,18,0,villa_fatima_laderas
138,9,3,0,137,0,12,1,villa_fatima_laderas
138,10,2,0,138,1,11,0,villa_fatima_laderas
73,23,54,0,73,0,77,0,villa_fatima_laderas
133,5,12,0,133,1,16,0,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
132,6,12,0,132,1,17,0,villa_fatima_laderas
132,15,3,0,130,0,18,2,villa_fatima_laderas
136,9,5,0,135,1,13,1,villa_fatima_laderas
137,5,8,0,137,0,13,0,villa_fatima_laderas
86,30,34,0,86,12,52,0,villa_fatima_laderas
135,4,11,0,134,0,15,1,villa_fatima_laderas
132,7,11,0,132,1,17,0,villa_fatima_laderas
136,14,0,0,136,0,14,0,villa_fatima_laderas
133,6,11,0,133,1,16,0,villa_fatima_laderas
129,7,14,0,129,1,20,0,villa_fatima_laderas
118,24,8,0,118,2,30,0,villa_fatima_laderas
136,13,1,0,136,2,12,0,villa_fatima_laderas
136,12,2,0,134,0,14,2,villa_fatima_laderas
137,4,9,0,137,0,13,0,villa_fatima_laderas
96,11,43,0,96,0,54,0,villa_fatima_laderas
28,39,83,0,23,1,121,5,villa_fatima_laderas
136,9,5,0,136,1,13,0,villa_fatima_laderas
130,8,12,0,130,0,20,0,villa_fatima_laderas
133,5,12,0,133,0,17,0,villa_fatima_laderas
84,19,47,0,84,1,65,0,villa_fatima_laderas
136,12,2,0,135,0,14,1,villa_fatima_laderas
135,11,4,0,134,1,14,1,villa_fatima_laderas
136,11,3,0,136,1,13,0,villa_fatima_laderas
136,3,11,0,135,0,14,1,villa_fatima_laderas
134,6,10,0,134,1,15,0,villa_fatima_laderas
26,20,104,0,25,1,123,1,villa_fatima_laderas
136,5,9,0,134,0,14,2,villa_fatima_laderas
88,17,45,0,88,1,61,0,villa_fatima_laderas
135,6,9,0,135,1,14,0,villa_fatima_laderas
134,14,2,0,134,1,15,0,villa_fatima_laderas
42,17,91,0,42,4,104,0,villa_fatima_laderas
132,7,11,0,132,0,18,0,villa_fatima_laderas
136,4,10,0,135,0,14,1,villa_fatima_laderas
12,13,125,0,12,2,136,0,villa_fatima_laderas
138,9,3,0,138,0,12,0,villa_fatima_laderas
135,13,2,0,135,0,15,0,villa_fatima_laderas
136,11,3,0,136,0,14,0,villa_fatima_laderas
136,11,3,0,135,0,14,1,villa_fatima_laderas
26,31,93,0,23,11,113,3,villa_fatima_laderas
136,11,3,0,135,0,14,1,villa_fatima_laderas
133,5,12,0,133,1,16,0,villa_fatima_laderas
135,14,1,0,134,0,15,1,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
137,12,1,0,136,0,13,1,villa_fatima_laderas
90,16,44,0,88,0,60,2,villa_fatima_laderas
132,7,11,0,131,0,18,1,villa_fatima_laderas
132,16,2,0,132,2,16,0,villa_fatima_laderas
111,18,21,0,101,0,39,10,villa_fatima_laderas
150,0,0,0,150,0,0,0,villa_fatima_laderas
134,10,6,0,133,0,16,1,villa_fatima_laderas
136,10,4,0,133,1,13,3,villa_fatima_laderas
137,4,9,0,137,0,13,0,villa_fatima_laderas
104,21,25,0,103,8,38,1,villa_fatima_laderas
150,0,0,0,144,0,0,6,villa_fatima_laderas
132,7,11,0,130,0,18,2,villa_fatima_laderas
129,15,6,0,128,0,21,1,villa_fatima_laderas
109,18,23,0,109,1,40,0,villa_fatima_laderas
135,13,2,0,134,2,13,1,villa_fatima_laderas
127,9,14,0,126,1,22,1,villa_fatima_laderas
114,16,20,0,112,0,36,2,villa_fatima_laderas
135,4,11,0,135,0,15,0,villa_fatima_laderas
112,14,24,0,111,0,38,1,villa_fatima_laderas
48,21,81,0,45,1,101,3,villa_fatima_laderas
133,5,12,0,133,0,17,0,villa_fatima_laderas
125,10,15,0,125,2,23,0,villa_fatima_laderas
33,14,103,0,33,2,115,0,villa_fatima_laderas
134,13,3,0,134,0,16,0,villa_fatima_laderas
134,7,9,0,134,0,16,0,villa_fatima_laderas
0,49,101,0,0,1,149,0,villa_fatima_laderas
132,14,4,0,132,1,17,0,villa_fatima_laderas
126,11,13,0,125,2,22,1,villa_fatima_laderas
20,43,87,0,16,2,128,4,villa_fatima_laderas
133,6,11,0,133,0,17,0,villa_fatima_laderas
136,7,7,0,136,0,14,0,villa_fatima_laderas
113,20,17,0,109,0,37,4,villa_fatima_laderas
135,6,9,0,135,1,14,0,villa_fatima_laderas
